case,iter,reward
test_180_120_001_2.csv,3,120
test_180_120_001_2.csv,4,130
test_180_120_001_2.csv,5,180
test_180_120_001_2.csv,6,200
test_180_120_001_2.csv,7,230
test_180_120_001_2.csv,8,230
test_180_120_001_2.csv,9,240
test_180_120_001_2.csv,10,290
test_180_120_001_2.csv,11,310
test_180_120_001_2.csv,12,370
test_180_120_001_2.csv,13,370
test_180_120_001_2.csv,14,400
test_180_120_001_2.csv,15,430
test_180_120_001_2.csv,16,470
test_180_120_001_2.csv,17,510
test_180_120_001_2.csv,18,550
test_180_120_001_2.csv,19,620
test_180_120_001_2.csv,20,640
test_180_120_001_2.csv,21,680
test_180_120_001_2.csv,22,710
test_180_120_001_2.csv,23,790
test_180_120_001_2.csv,24,810
test_180_120_001_2.csv,25,830
test_180_120_001_2.csv,26,830
test_180_120_001_2.csv,27,900
test_180_120_001_2.csv,28,920
test_180_120_001_2.csv,29,960
test_180_120_001_2.csv,30,1000
test_180_120_001_2.csv,31,1030
test_180_120_001_2.csv,32,1050
test_180_120_001_2.csv,33,1080
test_180_120_001_2.csv,34,1110
test_180_120_001_2.csv,35,1130
test_180_120_001_2.csv,36,1200
test_180_120_001_2.csv,37,1170
test_180_120_001_2.csv,38,1200
test_180_120_001_2.csv,39,1200
test_180_120_001_2.csv,40,1200
test_180_120_001_2.csv,41,1190
test_180_120_001_2.csv,42,1180
test_180_120_001_2.csv,43,1170
test_180_120_001_2.csv,44,1190
test_180_120_001_2.csv,45,1190
test_180_120_001_2.csv,46,1160
test_180_120_001_2.csv,47,1190
test_180_120_001_2.csv,48,1190
test_180_120_001_2.csv,49,1200
test_180_120_001_2.csv,50,1200
test_180_120_001_2.csv,51,1200
test_180_120_001_2.csv,52,1200
test_180_120_001_2.csv,53,1200
test_180_120_001_2.csv,54,1170
test_180_120_001_2.csv,55,1190
test_180_120_001_2.csv,56,1190
test_180_120_001_2.csv,57,1180
test_180_120_001_2.csv,58,1180
test_180_120_001_2.csv,59,1200
test_180_120_001_2.csv,60,1180
test_180_120_001_2.csv,61,1200
test_180_120_001_2.csv,62,1200
test_180_120_001_2.csv,63,1190
test_180_120_001_2.csv,64,1190
test_180_120_001_2.csv,65,1200
test_180_120_001_2.csv,66,1200
test_180_120_001_2.csv,67,1200
test_180_120_001_2.csv,68,1160
test_180_120_001_2.csv,69,1190
test_180_120_001_2.csv,70,1180
test_180_120_001_2.csv,71,1190
test_180_120_001_2.csv,72,1170
test_180_120_001_2.csv,73,1160
test_180_120_001_2.csv,74,1200
test_180_120_001_2.csv,75,1180
test_180_120_001_2.csv,76,1170
test_180_120_001_2.csv,77,1180
test_180_120_001_2.csv,78,1200
test_180_120_001_2.csv,79,1180
test_180_120_001_2.csv,80,1190
test_180_120_001_2.csv,81,1190
test_180_120_001_2.csv,82,1180
test_180_120_001_2.csv,83,1200
test_180_120_001_2.csv,84,1190
test_180_120_001_2.csv,85,1200
test_180_120_001_2.csv,86,1200
test_180_120_001_2.csv,87,1190
test_180_120_001_2.csv,88,1190
test_180_120_001_2.csv,89,1180
test_180_120_001_2.csv,90,1190
test_180_120_001_2.csv,91,1200
test_180_120_001_2.csv,92,1200
test_180_120_001_2.csv,93,1190
test_180_120_001_2.csv,94,1200
test_180_120_001_2.csv,95,1190
test_180_120_001_2.csv,96,1190
test_180_120_001_2.csv,97,1190
test_180_120_001_2.csv,98,1200
test_180_120_001_2.csv,99,1160
test_180_120_001_2.csv,100,1170
test_180_120_001_2.csv,101,1180
test_180_120_001_2.csv,102,1200
test_180_120_001_2.csv,103,1190
test_180_120_001_2.csv,104,1190
test_180_120_001_2.csv,105,1180
test_180_120_001_2.csv,106,1200
test_180_120_001_2.csv,107,1190
test_180_120_001_2.csv,108,1200
test_180_120_001_2.csv,109,1200
test_180_120_001_2.csv,110,1170
test_180_120_001_2.csv,111,1190
test_180_120_001_2.csv,112,1190
test_180_120_001_2.csv,113,1200
test_180_120_001_2.csv,114,1190
test_180_120_001_2.csv,115,1190
test_180_120_001_2.csv,116,1170
test_180_120_001_2.csv,117,1200
test_180_120_001_2.csv,118,1180
test_180_120_001_2.csv,119,1190
test_180_120_001_2.csv,120,1190
test_180_120_001_2.csv,121,1170
test_180_120_001_2.csv,122,1190
test_180_120_001_2.csv,123,1200
test_180_120_001_2.csv,124,1200
test_180_120_001_2.csv,125,1190
test_180_120_001_2.csv,126,1160
test_180_120_001_2.csv,127,1200
test_180_120_001_2.csv,128,1200
test_180_120_001_2.csv,129,1180
test_180_120_001_2.csv,130,1190
test_180_120_001_2.csv,131,1190
test_180_120_001_2.csv,132,1190
test_180_120_001_2.csv,133,1200
test_180_120_001_2.csv,134,1190
test_180_120_001_2.csv,135,1190
test_180_120_001_2.csv,136,1200
test_180_120_001_2.csv,137,1180
test_180_120_001_2.csv,138,1200
test_180_120_001_2.csv,139,1200
test_180_120_001_2.csv,140,1200
test_180_120_001_2.csv,141,1190
test_180_120_001_2.csv,142,1180
test_180_120_001_2.csv,143,1170
test_180_120_001_2.csv,144,1190
test_180_120_001_2.csv,145,1190
test_180_120_001_2.csv,146,1160
test_180_120_001_2.csv,147,1190
test_180_120_001_2.csv,148,1190
test_180_120_001_2.csv,149,1200
test_180_120_001_2.csv,150,1200
test_180_120_001_2.csv,151,1200
test_180_120_001_2.csv,152,1200
test_180_120_001_2.csv,153,1200
test_180_120_001_2.csv,154,1170
test_180_120_001_2.csv,155,1190
test_180_120_001_2.csv,156,1190
test_180_120_001_2.csv,157,1180
test_180_120_001_2.csv,158,1180
test_180_120_001_2.csv,159,1200
test_180_120_001_2.csv,160,1190
test_180_120_001_2.csv,161,1200
test_180_120_001_2.csv,162,1200
test_180_120_001_2.csv,163,1190
test_180_120_001_2.csv,164,1190
test_180_120_001_2.csv,165,1200
test_180_120_001_2.csv,166,1200
test_180_120_001_2.csv,167,1200
test_180_120_001_2.csv,168,1160
test_180_120_001_2.csv,169,1190
test_180_120_001_2.csv,170,1180
test_180_120_001_2.csv,171,1190
test_180_120_001_2.csv,172,1170
test_180_120_001_2.csv,173,1160
test_180_120_001_2.csv,174,1200
test_180_120_001_2.csv,175,1190
test_180_120_001_2.csv,176,1180
test_180_120_001_2.csv,177,1170
test_180_120_001_2.csv,178,1200
test_180_120_001_2.csv,179,1180
test_180_120_001_2.csv,180,1190
test_180_120_010_2.csv,1,30
test_180_120_010_2.csv,2,60
test_180_120_010_2.csv,3,90
test_180_120_010_2.csv,4,100
test_180_120_010_2.csv,5,130
test_180_120_010_2.csv,6,190
test_180_120_010_2.csv,7,180
test_180_120_010_2.csv,8,230
test_180_120_010_2.csv,9,300
test_180_120_010_2.csv,10,330
test_180_120_010_2.csv,11,380
test_180_120_010_2.csv,12,370
test_180_120_010_2.csv,13,410
test_180_120_010_2.csv,14,450
test_180_120_010_2.csv,15,480
test_180_120_010_2.csv,16,480
test_180_120_010_2.csv,17,580
test_180_120_010_2.csv,18,560
test_180_120_010_2.csv,19,590
test_180_120_010_2.csv,20,620
test_180_120_010_2.csv,21,640
test_180_120_010_2.csv,22,730
test_180_120_010_2.csv,23,680
test_180_120_010_2.csv,24,690
test_180_120_010_2.csv,25,770
test_180_120_010_2.csv,26,820
test_180_120_010_2.csv,27,790
test_180_120_010_2.csv,28,840
test_180_120_010_2.csv,29,880
test_180_120_010_2.csv,30,870
test_180_120_010_2.csv,31,890
test_180_120_010_2.csv,32,940
test_180_120_010_2.csv,33,1070
test_180_120_010_2.csv,34,960
test_180_120_010_2.csv,35,1010
test_180_120_010_2.csv,36,1100
test_180_120_010_2.csv,37,1070
test_180_120_010_2.csv,38,1040
test_180_120_010_2.csv,39,1060
test_180_120_010_2.csv,40,1140
test_180_120_010_2.csv,41,1090
test_180_120_010_2.csv,42,1080
test_180_120_010_2.csv,43,1080
test_180_120_010_2.csv,44,1200
test_180_120_010_2.csv,45,1040
test_180_120_010_2.csv,46,1070
test_180_120_010_2.csv,47,1120
test_180_120_010_2.csv,48,1080
test_180_120_010_2.csv,49,1050
test_180_120_010_2.csv,50,1060
test_180_120_010_2.csv,51,1150
test_180_120_010_2.csv,52,1100
test_180_120_010_2.csv,53,1080
test_180_120_010_2.csv,54,1080
test_180_120_010_2.csv,55,1200
test_180_120_010_2.csv,56,1040
test_180_120_010_2.csv,57,1080
test_180_120_010_2.csv,58,1130
test_180_120_010_2.csv,59,1080
test_180_120_010_2.csv,60,1060
test_180_120_010_2.csv,61,1060
test_180_120_010_2.csv,62,1140
test_180_120_010_2.csv,63,1090
test_180_120_010_2.csv,64,1080
test_180_120_010_2.csv,65,1070
test_180_120_010_2.csv,66,1200
test_180_120_010_2.csv,67,1050
test_180_120_010_2.csv,68,1080
test_180_120_010_2.csv,69,1120
test_180_120_010_2.csv,70,1080
test_180_120_010_2.csv,71,1050
test_180_120_010_2.csv,72,1080
test_180_120_010_2.csv,73,1140
test_180_120_010_2.csv,74,1090
test_180_120_010_2.csv,75,1080
test_180_120_010_2.csv,76,1080
test_180_120_010_2.csv,77,1200
test_180_120_010_2.csv,78,1050
test_180_120_010_2.csv,79,1080
test_180_120_010_2.csv,80,1120
test_180_120_010_2.csv,81,1080
test_180_120_010_2.csv,82,1050
test_180_120_010_2.csv,83,1070
test_180_120_010_2.csv,84,1140
test_180_120_010_2.csv,85,1090
test_180_120_010_2.csv,86,1090
test_180_120_010_2.csv,87,1070
test_180_120_010_2.csv,88,1200
test_180_120_010_2.csv,89,1060
test_180_120_010_2.csv,90,1080
test_180_120_010_2.csv,91,1120
test_180_120_010_2.csv,92,1080
test_180_120_010_2.csv,93,1050
test_180_120_010_2.csv,94,1070
test_180_120_010_2.csv,95,1140
test_180_120_010_2.csv,96,1090
test_180_120_010_2.csv,97,1080
test_180_120_010_2.csv,98,1070
test_180_120_010_2.csv,99,1200
test_180_120_010_2.csv,100,1050
test_180_120_010_2.csv,101,1070
test_180_120_010_2.csv,102,1120
test_180_120_010_2.csv,103,1100
test_180_120_010_2.csv,104,1070
test_180_120_010_2.csv,105,1060
test_180_120_010_2.csv,106,1140
test_180_120_010_2.csv,107,1090
test_180_120_010_2.csv,108,1090
test_180_120_010_2.csv,109,1070
test_180_120_010_2.csv,110,1200
test_180_120_010_2.csv,111,1040
test_180_120_010_2.csv,112,1070
test_180_120_010_2.csv,113,1120
test_180_120_010_2.csv,114,1090
test_180_120_010_2.csv,115,1050
test_180_120_010_2.csv,116,1060
test_180_120_010_2.csv,117,1140
test_180_120_010_2.csv,118,1090
test_180_120_010_2.csv,119,1090
test_180_120_010_2.csv,120,1080
test_180_120_010_2.csv,121,1200
test_180_120_010_2.csv,122,1040
test_180_120_010_2.csv,123,1070
test_180_120_010_2.csv,124,1120
test_180_120_010_2.csv,125,1080
test_180_120_010_2.csv,126,1050
test_180_120_010_2.csv,127,1060
test_180_120_010_2.csv,128,1140
test_180_120_010_2.csv,129,1090
test_180_120_010_2.csv,130,1080
test_180_120_010_2.csv,131,1080
test_180_120_010_2.csv,132,1200
test_180_120_010_2.csv,133,1040
test_180_120_010_2.csv,134,1070
test_180_120_010_2.csv,135,1120
test_180_120_010_2.csv,136,1090
test_180_120_010_2.csv,137,1050
test_180_120_010_2.csv,138,1070
test_180_120_010_2.csv,139,1140
test_180_120_010_2.csv,140,1090
test_180_120_010_2.csv,141,1080
test_180_120_010_2.csv,142,1070
test_180_120_010_2.csv,143,1200
test_180_120_010_2.csv,144,1050
test_180_120_010_2.csv,145,1070
test_180_120_010_2.csv,146,1120
test_180_120_010_2.csv,147,1080
test_180_120_010_2.csv,148,1050
test_180_120_010_2.csv,149,1060
test_180_120_010_2.csv,150,1150
test_180_120_010_2.csv,151,1100
test_180_120_010_2.csv,152,1080
test_180_120_010_2.csv,153,1070
test_180_120_010_2.csv,154,1200
test_180_120_010_2.csv,155,1040
test_180_120_010_2.csv,156,1080
test_180_120_010_2.csv,157,1120
test_180_120_010_2.csv,158,1080
test_180_120_010_2.csv,159,1050
test_180_120_010_2.csv,160,1060
test_180_120_010_2.csv,161,1140
test_180_120_010_2.csv,162,1090
test_180_120_010_2.csv,163,1090
test_180_120_010_2.csv,164,1070
test_180_120_010_2.csv,165,1200
test_180_120_010_2.csv,166,1040
test_180_120_010_2.csv,167,1080
test_180_120_010_2.csv,168,1130
test_180_120_010_2.csv,169,1080
test_180_120_010_2.csv,170,1050
test_180_120_010_2.csv,171,1070
test_180_120_010_2.csv,172,1140
test_180_120_010_2.csv,173,1090
test_180_120_010_2.csv,174,1090
test_180_120_010_2.csv,175,1070
test_180_120_010_2.csv,176,1200
test_180_120_010_2.csv,177,1040
test_180_120_010_2.csv,178,1070
test_180_120_010_2.csv,179,1120
test_180_120_010_2.csv,180,1090
test_180_120_005_2.csv,1,70
test_180_120_005_2.csv,2,70
test_180_120_005_2.csv,3,90
test_180_120_005_2.csv,4,130
test_180_120_005_2.csv,5,140
test_180_120_005_2.csv,6,160
test_180_120_005_2.csv,7,200
test_180_120_005_2.csv,8,270
test_180_120_005_2.csv,9,290
test_180_120_005_2.csv,10,360
test_180_120_005_2.csv,11,360
test_180_120_005_2.csv,12,420
test_180_120_005_2.csv,13,440
test_180_120_005_2.csv,14,470
test_180_120_005_2.csv,15,480
test_180_120_005_2.csv,16,490
test_180_120_005_2.csv,17,480
test_180_120_005_2.csv,18,520
test_180_120_005_2.csv,19,530
test_180_120_005_2.csv,20,600
test_180_120_005_2.csv,21,650
test_180_120_005_2.csv,22,680
test_180_120_005_2.csv,23,630
test_180_120_005_2.csv,24,670
test_180_120_005_2.csv,25,730
test_180_120_005_2.csv,26,790
test_180_120_005_2.csv,27,810
test_180_120_005_2.csv,28,850
test_180_120_005_2.csv,29,900
test_180_120_005_2.csv,30,970
test_180_120_005_2.csv,31,940
test_180_120_005_2.csv,32,1010
test_180_120_005_2.csv,33,1070
test_180_120_005_2.csv,34,1090
test_180_120_005_2.csv,35,1120
test_180_120_005_2.csv,36,1110
test_180_120_005_2.csv,37,1090
test_180_120_005_2.csv,38,1110
test_180_120_005_2.csv,39,1140
test_180_120_005_2.csv,40,1150
test_180_120_005_2.csv,41,1160
test_180_120_005_2.csv,42,1170
test_180_120_005_2.csv,43,1130
test_180_120_005_2.csv,44,1120
test_180_120_005_2.csv,45,1110
test_180_120_005_2.csv,46,1140
test_180_120_005_2.csv,47,1110
test_180_120_005_2.csv,48,1130
test_180_120_005_2.csv,49,1140
test_180_120_005_2.csv,50,1160
test_180_120_005_2.csv,51,1130
test_180_120_005_2.csv,52,1150
test_180_120_005_2.csv,53,1180
test_180_120_005_2.csv,54,1170
test_180_120_005_2.csv,55,1180
test_180_120_005_2.csv,56,1140
test_180_120_005_2.csv,57,1090
test_180_120_005_2.csv,58,1120
test_180_120_005_2.csv,59,1140
test_180_120_005_2.csv,60,1150
test_180_120_005_2.csv,61,1160
test_180_120_005_2.csv,62,1170
test_180_120_005_2.csv,63,1120
test_180_120_005_2.csv,64,1120
test_180_120_005_2.csv,65,1110
test_180_120_005_2.csv,66,1140
test_180_120_005_2.csv,67,1110
test_180_120_005_2.csv,68,1130
test_180_120_005_2.csv,69,1140
test_180_120_005_2.csv,70,1160
test_180_120_005_2.csv,71,1130
test_180_120_005_2.csv,72,1150
test_180_120_005_2.csv,73,1190
test_180_120_005_2.csv,74,1170
test_180_120_005_2.csv,75,1180
test_180_120_005_2.csv,76,1140
test_180_120_005_2.csv,77,1090
test_180_120_005_2.csv,78,1110
test_180_120_005_2.csv,79,1140
test_180_120_005_2.csv,80,1150
test_180_120_005_2.csv,81,1160
test_180_120_005_2.csv,82,1170
test_180_120_005_2.csv,83,1130
test_180_120_005_2.csv,84,1120
test_180_120_005_2.csv,85,1110
test_180_120_005_2.csv,86,1140
test_180_120_005_2.csv,87,1120
test_180_120_005_2.csv,88,1130
test_180_120_005_2.csv,89,1140
test_180_120_005_2.csv,90,1160
test_180_120_005_2.csv,91,1130
test_180_120_005_2.csv,92,1150
test_180_120_005_2.csv,93,1180
test_180_120_005_2.csv,94,1170
test_180_120_005_2.csv,95,1180
test_180_120_005_2.csv,96,1150
test_180_120_005_2.csv,97,1090
test_180_120_005_2.csv,98,1110
test_180_120_005_2.csv,99,1150
test_180_120_005_2.csv,100,1150
test_180_120_005_2.csv,101,1160
test_180_120_005_2.csv,102,1170
test_180_120_005_2.csv,103,1120
test_180_120_005_2.csv,104,1120
test_180_120_005_2.csv,105,1110
test_180_120_005_2.csv,106,1140
test_180_120_005_2.csv,107,1110
test_180_120_005_2.csv,108,1130
test_180_120_005_2.csv,109,1150
test_180_120_005_2.csv,110,1160
test_180_120_005_2.csv,111,1130
test_180_120_005_2.csv,112,1150
test_180_120_005_2.csv,113,1180
test_180_120_005_2.csv,114,1170
test_180_120_005_2.csv,115,1180
test_180_120_005_2.csv,116,1140
test_180_120_005_2.csv,117,1100
test_180_120_005_2.csv,118,1110
test_180_120_005_2.csv,119,1140
test_180_120_005_2.csv,120,1150
test_180_120_005_2.csv,121,1160
test_180_120_005_2.csv,122,1170
test_180_120_005_2.csv,123,1130
test_180_120_005_2.csv,124,1120
test_180_120_005_2.csv,125,1110
test_180_120_005_2.csv,126,1140
test_180_120_005_2.csv,127,1110
test_180_120_005_2.csv,128,1130
test_180_120_005_2.csv,129,1140
test_180_120_005_2.csv,130,1160
test_180_120_005_2.csv,131,1130
test_180_120_005_2.csv,132,1150
test_180_120_005_2.csv,133,1180
test_180_120_005_2.csv,134,1170
test_180_120_005_2.csv,135,1180
test_180_120_005_2.csv,136,1140
test_180_120_005_2.csv,137,1100
test_180_120_005_2.csv,138,1110
test_180_120_005_2.csv,139,1140
test_180_120_005_2.csv,140,1150
test_180_120_005_2.csv,141,1160
test_180_120_005_2.csv,142,1170
test_180_120_005_2.csv,143,1130
test_180_120_005_2.csv,144,1120
test_180_120_005_2.csv,145,1110
test_180_120_005_2.csv,146,1140
test_180_120_005_2.csv,147,1110
test_180_120_005_2.csv,148,1130
test_180_120_005_2.csv,149,1140
test_180_120_005_2.csv,150,1160
test_180_120_005_2.csv,151,1130
test_180_120_005_2.csv,152,1150
test_180_120_005_2.csv,153,1180
test_180_120_005_2.csv,154,1170
test_180_120_005_2.csv,155,1180
test_180_120_005_2.csv,156,1140
test_180_120_005_2.csv,157,1090
test_180_120_005_2.csv,158,1110
test_180_120_005_2.csv,159,1140
test_180_120_005_2.csv,160,1150
test_180_120_005_2.csv,161,1160
test_180_120_005_2.csv,162,1170
test_180_120_005_2.csv,163,1120
test_180_120_005_2.csv,164,1120
test_180_120_005_2.csv,165,1110
test_180_120_005_2.csv,166,1140
test_180_120_005_2.csv,167,1110
test_180_120_005_2.csv,168,1130
test_180_120_005_2.csv,169,1140
test_180_120_005_2.csv,170,1160
test_180_120_005_2.csv,171,1140
test_180_120_005_2.csv,172,1150
test_180_120_005_2.csv,173,1180
test_180_120_005_2.csv,174,1170
test_180_120_005_2.csv,175,1180
test_180_120_005_2.csv,176,1140
test_180_120_005_2.csv,177,1100
test_180_120_005_2.csv,178,1120
test_180_120_005_2.csv,179,1140
test_180_120_005_2.csv,180,1150

